yr2010avg,yr2011avg,yr2012avg,yr2013avg,yr2014avg,yr2015avg,yr2016avg,yr2017avg,yr2018avg,yr2019avg,yr2020avg,yr2010min,yr2011min,yr2012min,yr2013min,yr2014min,yr2015min,yr2016min,yr2017min,yr2018min,yr2019min,yr2020min,yr2010max,yr2011max,yr2012max,yr2013max,yr2014max,yr2015max,yr2016max,yr2017max,yr2018max,yr2019max,yr2020max,monthdate,outliermin,outliermax
6.914583333,9.814166667,10.24208333,6.44875,9.655833333,9.392916667,8.977916667,9.515,10.41708333,10.18208333,9.184166667,2.29,8.48,7.44,2.77,8.21,6.84,6.22,7.54,9.15,7.58,5.34,14.33,12.64,14.19,11.69,12.05,13.16,12.76,12.53,12.45,13.18,15.07,9-Jul,8.21,11.86
11.42333333,9.152083333,10.44416667,6.635416667,9.531666667,10.6425,10.23583333,9.62125,8.866666667,11.19916667,9.830416667,5.73,7.55,8.22,2.01,6.98,7.86,7.3,6.65,7.33,9.09,6.51,13.6,11.4,12.47,13.98,12.85,13.04,12.83,13.61,11.12,13.54,14.22,10-Jul,8.21,11.86
12.0175,9.7225,11.835,7.2475,10.46958333,9.60625,12.9075,8.604166667,7.847916667,10.37041667,9.427916667,9.59,7.8,10.96,2.44,8.43,6.35,11.81,4.71,5.89,8.37,7.51,14.53,11.84,13.71,13.94,13.01,11.94,14.34,12.83,10.71,12.46,11.75,11-Jul,8.21,11.86
10.56625,10.44666667,11.19541667,9.659583333,8.399166667,8.02,9.95625,6.655833333,7.385416667,11.12833333,9.96625,7.82,8.99,10.17,5.05,6.98,5.11,6.24,2.21,4.57,7.96,7.53,14.88,12.26,12.37,15.25,10.46,11.24,12.81,13.32,10.69,13.03,12.72,12-Jul,8.21,11.86
11.99916667,9.57625,10.54458333,10.95791667,8.549583333,10.15041667,7.490416667,9.529166667,8.28125,7.811666667,10.98875,8.41,7.75,8.89,7.98,5.71,8.52,5.23,5.5,6.23,6.79,9.25,15.17,11.19,12.88,13.88,11.73,11.11,9.82,12.84,12.03,9.44,13.79,13-Jul,8.21,11.86
10.01875,8.76,10.54125,13.80958333,9.341666667,7.74625,9.368333333,10.78625,8.227083333,9.078333333,10.28208333,8.2,6.58,9.11,12.69,7.35,6.31,6.74,8.11,5.11,6.48,8.63,11.64,12.08,12.42,14.82,12.45,9.35,12.28,13.27,13.1,11.28,12.83,14-Jul,8.21,11.86
9.425833333,7.465416667,10.38916667,13.35166667,9.610416667,7.184583333,10.73958333,7.4775,8.891666667,10.99583333,9.507083333,7.33,3.33,6.95,11.96,6.62,5.05,8.85,4.92,6.19,9.39,6.2,12.1,12.15,13.14,15.46,11.92,9,12.79,11.25,12.59,12.71,13.57,15-Jul,8.21,11.86
10.05708333,6.785833333,12.58291667,12.64458333,10.78041667,8.4125,8.900416667,6.988333333,9.725416667,11.14,7.745,8.32,1.51,10.29,9.81,9.18,7.04,5.04,3.42,8.28,10.25,4.06,12.47,13.82,15.28,15.4,12.88,11.04,12.89,10.6,11.85,12.62,11.86,16-Jul,8.21,11.86
8.565833333,10.65375,12.61291667,12.30041667,8.8925,8.861666667,9.535416667,10.83041667,10.79958333,10.47166667,6.907916667,4.52,8.61,10.91,9.76,6.19,7.51,3.89,8.53,8.45,9.27,4.29,11.78,12.15,15.19,16.03,11.34,11.06,14.97,13.77,15.56,12.6,11.03,17-Jul,8.21,11.86
9.528333333,9.36,9.766666667,16.27291667,9.433333333,7.230416667,13.59166667,10.22625,9.875416667,10.22833333,8.6525,7.7,8.29,6.03,13.01,6.4,4.28,11.58,8.27,6.31,7.85,4.94,12.04,10.21,11.99,19.82,11.4,10.35,16.07,12.02,14.05,13.05,11.79,18-Jul,8.21,11.86
7.86125,10.97416667,8.80625,13.77875,10.15375,5.402083333,12.76833333,9.934583333,10.50375,9.990833333,10.84791667,4.01,9.3,5.09,10.03,7.63,1.04,11.12,8.14,7.7,7.76,8.53,11.36,13.04,13.13,15.88,12.17,11.02,14.17,11.62,14.58,12.64,14.08,19-Jul,8.21,11.86
6.985,10.38208333,10.63208333,7.88125,8.923333333,6.335833333,10.985,8.360833333,8.257083333,11.40833333,9.447916667,3.44,8.11,8.58,5.74,6.83,0.9,8.09,6.39,6.61,7.86,7.87,10.89,11.85,12.85,10.08,11.79,12.88,14.02,9.87,10.43,15.46,11.58,20-Jul,8.21,11.86
7.970833333,9.617916667,10.24291667,7.340833333,7.507083333,11.69208333,11.27166667,7.08,8.6175,11.51583333,9.394583333,5.6,8.02,7.03,5.62,5.05,6.8,6.87,2.57,5.96,8.52,7.42,11.76,11.58,13.92,9.53,11.75,15.39,15.84,12.36,11.89,13.87,11.74,21-Jul,8.21,11.86
9.09125,9.955833333,9.938333333,9.005833333,6.409166667,11.94625,13.69958333,8.712916667,9.385833333,10.80833333,9.644583333,6.2,5.44,7.11,6.7,3.03,7.18,10.13,5.41,7.22,7.39,8.31,12.14,13.76,13.18,12.27,11.01,14.49,15.66,11.89,12.99,14.75,11.5,22-Jul,8.21,11.86
10.08291667,6.85625,8.268333333,10.34875,6.555,8.994583333,8.227083333,10.22416667,9.69875,11.38833333,8.80875,8.71,3.46,5.03,8.39,2.84,5.51,6.38,8.83,7.58,8.63,6.56,11.53,11.07,13.48,11.72,11.87,13.66,9.81,12.29,12.61,13.55,10.45,23-Jul,8.21,11.86
8.590416667,8.882916667,9.5725,10.84125,9.1575,10.6225,7.475416667,10.19208333,10.90041667,9.675416667,7.50875,6.22,7.34,6.05,8.64,5.16,8.53,4.69,7.67,9.09,5.9,4.65,11.51,10.52,13.94,12.26,13.2,12.61,10.48,13.45,13.47,13.16,12,24-Jul,8.21,11.86
8.415833333,9.924583333,10.78666667,7.804583333,12.09666667,10.5325,9.569583333,12.005,10.26041667,11.41958333,6.752916667,5.38,8.37,8.06,3.74,10.27,8.68,7.43,9.45,8.17,9.69,2.27,12.72,12.46,13.6,11.57,14.39,12.31,12.61,16.04,13.33,13.73,11.57,25-Jul,8.21,11.86
8.002916667,8.822916667,10.47041667,10.35166667,11.6525,8.576666667,8.148333333,10.2875,9.810833333,10.92208333,8.874166667,4.98,5.82,9.29,8.77,9.54,6.82,6.31,6.17,6.46,9.55,5.87,12.66,11.59,12.46,13.28,13.59,11.41,9.88,12.38,13.51,12.58,12.69,26-Jul,8.21,11.86
7.704166667,7.774166667,10.45041667,11.04875,10.56208333,8.318333333,9.415416667,8.942083333,11.50791667,10.42625,11.28208333,3.34,3.92,9.52,8.61,6.77,5.84,8.1,4.52,7.76,7.89,9.61,13.14,12.99,12.33,13.62,14.36,11.45,10.85,13.11,16.49,13.46,12.94,27-Jul,8.21,11.86
8.227083333,9.728333333,9.904583333,13.39166667,11.9425,9.555,10.86375,10.19083333,12.34791667,8.860833333,11.34666667,4.13,6.59,7.87,11.96,9.32,7.86,8.81,8.44,8.13,5.08,9.51,12.86,14.15,12.49,15.11,15.57,12.48,13.23,13.12,16.6,12.64,13.39,28-Jul,8.21,11.86
11.10333333,10.99541667,8.67375,13.355,12.88875,9.466666667,11.28625,12.76625,10.94375,10.05541667,10.28208333,9.11,7.5,6.77,11.35,11,7.55,9.64,9.16,8.76,8.08,7.26,13.31,15.25,10.96,16.83,14.48,11.97,12.86,15.75,12.24,12.9,14.04,29-Jul,8.21,11.86
12.75916667,12.17791667,9.5025,10.57791667,14.21416667,9.225416667,10.91,12.36083333,9.595,8.855416667,9.655416667,10.99,11.25,7.42,7.87,11.92,7.31,8.63,7.31,7.77,6.03,5.38,15.31,13.82,11.88,12.79,16.52,11.09,12.75,15.49,12.06,10.91,13.39,30-Jul,8.21,11.86
12.15833333,12.66875,8.685833333,9.102916667,12.55583333,8.309583333,11.84,8.76875,11.24541667,7.42125,8.35,10.79,9.25,6.63,5.87,7.41,4.65,10.26,5.18,8.77,4.1,2.89,14.61,16.87,11.62,13.08,16.46,12.01,14.55,13.52,13.98,11.36,14.03,31-Jul,8.21,11.86
9.805,13.69375,6.96875,9.370416667,6.73125,9.555416667,11.51083333,7.463333333,9.710416667,9.16,11.06541667,7.76,10.4,3.75,6.89,5.79,7.28,9.59,3.57,7.05,6.21,8.12,11.57,17.31,11.94,13.1,8.12,10.84,12.37,12.87,13.13,11.87,15.44,1-Aug,8.21,11.86
10.80083333,14.39625,7.390833333,9.37,6.625833333,9.201666667,9.910416667,6.467916667,9.66375,9.986666667,11.35833333,8.93,11.14,2.87,7.7,3.16,7.01,7.74,2.25,4.48,8.43,8.16,13.19,18.44,11.61,12.17,10.38,12.87,12.47,11.83,14.45,11.51,15.95,2-Aug,8.21,11.86
10,15.79875,10.32583333,9.25625,5.95125,7.510833333,9.63875,6.191666667,12.20791667,10.54958333,10.12958333,8.7,11.23,8.08,6.94,0.86,5.08,6.88,2.9,9.51,9.28,8.16,11.4,20.85,14.08,12.16,12.42,8.95,11.52,9.23,15.84,12.56,13.37,3-Aug,8.21,11.86
9.148333333,16.90708333,10.95875,10.14458333,7.079166667,7.090416667,8.239166667,9.048333333,11.13416667,9.705833333,6.291666667,7.57,11.94,9.57,7.99,2.12,3.53,4.22,7.7,8.07,7.73,4.42,11.08,19.67,13.87,12.4,12.82,10.11,12.93,10.99,13.45,11.49,8.22,4-Aug,8.21,11.86
8.562916667,13.54291667,11.09583333,12.60416667,10.28083333,8.225833333,7.2575,10.39583333,13.10333333,10.43458333,8.042916667,6.2,9.71,7.28,10.7,6.37,6.73,2.63,8.9,10.04,8.4,5.85,11.19,17.2,14.97,14.51,14.21,9.44,12.47,12.82,16.14,13.8,10.06,5-Aug,8.21,11.86
8.361666667,10.00875,8.245416667,11.8075,11.20916667,9.187916667,8.785,9.745,10.1275,10.3825,8.045,5.01,7.95,6.14,8.27,9.33,7.26,5.82,8.14,7.65,8.82,5.57,11.69,12.91,11.24,13.61,13.39,11.66,12.7,10.73,14.4,12.55,11.73,6-Aug,8.21,11.86
7.632916667,8.408333333,10.00791667,8.817916667,10.81166667,9.575416667,9.550416667,8.56375,9.7725,10.26458333,8.125833333,3.17,5.9,6.02,6.8,9.64,7.78,5.52,7.32,7.02,9.14,4.03,12.92,11.86,14.21,11.66,12.16,11.92,13.59,10.45,12.93,11.74,11.53,7-Aug,8.21,11.86
8.964166667,8.439583333,9.904166667,9.382916667,11.15083333,9.384166667,8.427083333,10.03083333,10.48041667,9.250416667,11.12083333,5.52,5.8,9.23,7.49,8.02,6.85,3.77,7.17,7.68,7.32,9.74,12.99,11.62,10.35,12.46,13.93,11.53,12.73,13.22,13.09,11.75,13.97,8-Aug,8.21,11.86
8.835,8.79375,8.69375,9.437916667,11.06083333,9.382083333,13.00666667,11.80458333,9.265,7.644583333,10.79708333,4.65,6.29,7.79,8.04,7.3,6.33,10.27,8.71,6.05,5.51,8.07,14.62,11.16,9.6,10.55,14.27,12.41,15.58,14.75,12.41,8.88,13.79,9-Aug,8.21,11.86
8.023333333,10.18375,10.20208333,11.43458333,9.249583333,10.62708333,11.12666667,14.10416667,13.96041667,7.423333333,8.645416667,5.28,8.73,8.68,8.73,6.57,8.4,8.14,11.74,10.17,4.87,5.25,11.15,11.42,11.9,15.47,12.05,13.96,13.46,16.95,17.68,10.59,13.45,10-Aug,8.21,11.86
9.064583333,11.21458333,10.31041667,11.10666667,7.403333333,10.12041667,9.592083333,12.26041667,9.69,8.442916667,9.349583333,7.61,7.13,7.84,7.53,5.51,7.09,6.63,9.88,6.51,4.85,4.37,11.42,13.9,12.51,15.39,10.47,13.24,13.18,14.31,14.12,11.55,14.01,11-Aug,8.21,11.86
10.68916667,7.46125,9.475416667,11.05125,7.907916667,10.1625,9.966666667,12.26916667,8.935833333,9.454166667,11.9225,8.65,3.91,6.19,8.79,4.91,8.46,7.48,10.16,4.95,7.9,10.46,12.09,11.94,12.77,12.57,11.14,11.88,12.84,15.37,12.82,11.2,13.86,12-Aug,8.21,11.86
10.35791667,8.152916667,9.490833333,11.12166667,9.7425,9.659166667,10.70166667,12.55333333,11.57083333,9.781666667,13.19416667,8.93,3.4,4.78,7.6,7.52,7.9,7.12,8.7,10.42,8.19,11.32,12.56,12.67,14.97,14.33,12.29,11.63,13.79,16.69,13.35,11.78,15.76,13-Aug,8.21,11.86
11.80208333,10.25666667,10.68458333,10.82041667,9.828333333,10.95666667,11.61333333,13.81958333,12.16375,10.09708333,13.02291667,9.2,6.89,7.25,7.71,6.58,8.89,8.59,10.65,8.91,7.97,10.28,14.16,14.99,13.15,12.72,12.63,13.48,14.91,17.6,15.57,12.72,15.99,14-Aug,8.21,11.86
11.27875,10.355,8.770416667,10.69875,8.08625,9.976666667,11.89416667,13.1925,12.67458333,11.04166667,10.83583333,8.51,7.14,5.36,7.15,3.01,6.32,8.64,10.01,9.52,6.89,7.96,13.62,13.34,13.31,14.81,14.81,13.02,16.26,15.66,15.26,14.94,13.74,15-Aug,8.21,11.86
8.433333333,14.40291667,9.783333333,12.31166667,8.336666667,9.729166667,13.15333333,12.83333333,9.640416667,11.14583333,11.24375,6.43,11.54,6.78,8.86,5.5,4.11,9.43,11.59,7.4,8.32,10.22,9.89,18.57,13.13,15.72,12.17,14.81,17.18,14.88,12.76,12.91,12.85,16-Aug,8.21,11.86
8.154583333,12.84166667,9.224583333,11.22666667,10.18208333,9.02625,12.0075,10.86041667,10.19333333,10.20958333,10.95291667,5.31,9.74,7.81,8.71,7.53,6.02,7.01,8.38,6.57,6.95,8.39,11.98,14.14,10.28,13.4,13.35,11.74,14.23,13.45,14.03,14.29,13.83,17-Aug,8.21,11.86
8.8125,10.43541667,10.15541667,12.205,10.48375,7.525833333,14.07083333,8.378333333,9.32625,11.8825,11.54958333,5.96,8.05,8.73,9.31,9.35,5.57,6.37,6.88,7.22,7.52,9.46,10.92,12.93,11.45,15.24,11.81,10.06,19.21,9.87,11.47,17.3,14.85,18-Aug,8.21,11.86
11.17625,12.02083333,9.79625,8.274166667,10.755,7.765833333,12.5675,7.705416667,8.11625,8.12125,9.947083333,7.11,9.26,8.08,5.87,9.04,3.62,7.75,5.5,6.52,5.72,8.92,13.35,15.75,11.99,10.53,12.69,12.13,16.61,10.34,10.77,10.55,11.06,19-Aug,8.21,11.86
