yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,hour
8.259130434782609,9.062934782608695,8.770978260869565,9.466195652173912,9.357065217391305,8.484021739130435,9.455108695652173,8.343260869565217,8.639565217391304,8.84054347826087,8.61108695652174,0
8.167608695652174,9.00554347826087,8.722282608695652,9.349565217391303,9.130108695652174,8.176739130434783,9.186413043478261,7.985434782608695,8.313804347826087,8.547934782608696,8.404673913043478,1
7.716847826086957,8.536739130434782,8.320652173913043,8.918478260869565,8.951739130434783,8.093586956521738,9.059891304347826,7.915434782608696,8.249021739130434,8.547065217391305,8.285760869565218,2
7.68054347826087,8.517608695652173,8.302282608695652,8.85054347826087,8.852282608695651,7.956304347826087,8.871195652173913,7.702717391304348,8.064239130434782,8.432826086956522,8.098695652173914,3
7.656739130434782,8.475,8.26467391304348,8.760217391304348,8.690652173913042,7.7801086956521734,8.680978260869566,7.470978260869566,7.785217391304348,8.215326086956521,7.94195652173913,4
7.475434782608696,8.230326086956522,7.977173913043478,8.423804347826087,8.57717391304348,7.732826086956521,8.672717391304348,7.425978260869566,7.711195652173912,8.1875,7.838369565217391,5
7.4825,8.225217391304348,7.968804347826087,8.404565217391305,8.533260869565217,7.663478260869565,8.6175,7.303586956521738,7.551304347826087,8.11945652173913,7.715326086956522,6
7.481630434782608,8.238804347826088,7.954782608695653,8.389130434782608,8.492282608695652,7.620760869565218,8.619891304347826,7.270978260869565,7.5036956521739135,8.101521739130435,7.618695652173913,7
8.713695652173913,9.68391304347826,9.144130434782609,9.57913043478261,9.218260869565217,8.089891304347827,9.148695652173913,7.812173913043479,7.945869565217391,8.5575,8.05967391304348,8
8.717608695652174,9.690760869565217,9.130869565217392,9.697065217391303,9.746521739130435,8.814347826086957,9.894782608695653,8.783695652173913,8.853369565217392,9.419891304347827,9.025869565217391,9
8.906304347826087,9.90336956521739,9.303152173913043,10.044565217391305,10.84695652173913,10.160326086956522,11.194347826086958,10.61804347826087,10.633478260869564,10.991521739130436,10.302391304347827,10
10.877934782608696,12.1275,11.41945652173913,12.163152173913044,11.732934782608696,10.512717391304347,11.540652173913044,10.90304347826087,10.923260869565217,11.207391304347825,11.070760869565218,11
11.685760869565216,12.974130434782607,12.090217391304348,12.998586956521738,12.716413043478262,11.574021739130433,12.413804347826087,12.077499999999999,12.071739130434782,12.246195652173913,12.140434782608697,12
11.844782608695652,13.151195652173914,12.218695652173912,13.208478260869565,13.07945652173913,12.035869565217391,12.878043478260869,12.779456521739132,12.788695652173912,12.886304347826087,12.68195652173913,13
12.300869565217392,13.620760869565217,12.62358695652174,13.688478260869564,13.304347826086957,12.174891304347826,12.997717391304347,12.88978260869565,12.926847826086956,13.0075,12.940978260869565,14
12.389239130434783,13.628586956521739,12.657282608695652,13.744673913043478,13.327934782608697,12.180652173913044,12.983804347826087,12.915978260869565,12.957391304347825,13.00336956521739,12.991304347826087,15
12.368369565217392,13.576304347826087,12.622717391304347,13.640760869565218,12.709782608695651,11.384891304347827,12.19804347826087,11.85054347826087,11.927173913043477,12.021304347826087,12.455652173913045,16
10.724565217391303,11.690434782608696,10.883260869565218,11.923152173913044,12.106630434782607,11.108478260869566,11.96032608695652,11.668152173913043,11.786521739130434,11.88195652173913,11.835217391304347,17
10.435,11.28445652173913,10.614891304347827,11.520434782608698,11.35695652173913,10.286195652173914,11.236304347826087,10.613043478260868,10.828369565217391,11.010434782608696,10.725760869565217,18
10.32141304347826,11.170108695652175,10.50282608695652,11.389347826086956,11.235978260869565,10.229021739130435,11.14108695652174,10.510978260869566,10.688152173913043,10.854782608695652,10.272391304347826,19
9.224673913043478,9.985543478260869,9.490978260869564,10.315108695652174,10.28641304347826,9.498804347826086,10.421956521739132,9.51391304347826,9.671956521739132,9.967065217391305,9.700108695652174,20
9.138695652173913,9.971739130434782,9.490652173913043,10.219021739130435,10.129782608695653,9.215978260869566,10.188260869565218,9.153804347826087,9.373913043478261,9.601195652173912,9.386086956521739,21
9.004782608695653,9.877065217391305,9.400108695652174,10.086739130434783,9.85413043478261,8.848695652173914,9.850978260869566,8.656413043478262,8.988804347826088,9.11358695652174,9.049239130434783,22
8.368913043478262,9.170652173913044,8.821739130434782,9.535652173913043,9.579021739130434,8.718913043478262,9.735434782608696,8.559239130434783,8.919673913043479,9.035869565217391,8.797934782608696,23
