yr2010avg,yr2011avg,yr2012avg,yr2013avg,yr2014avg,yr2015avg,yr2016avg,yr2017avg,yr2018avg,yr2019avg,yr2020avg,yr2010min,yr2011min,yr2012min,yr2013min,yr2014min,yr2015min,yr2016min,yr2017min,yr2018min,yr2019min,yr2020min,yr2010max,yr2011max,yr2012max,yr2013max,yr2014max,yr2015max,yr2016max,yr2017max,yr2018max,yr2019max,yr2020max,monthdate,outliermin,outliermax
22.8225,16.58291667,17.52458333,12.9975,14.68583333,16.51916667,17.34041667,18.33958333,19.28041667,13.67625,20.01333333,17.19,12.2,11.32,10.76,6.43,12.6,13.12,12.83,9.85,9.11,16.78,29.32,21.02,24.2,15.07,22.87,21.27,22.39,24.32,26.77,21.61,22.62,12-Nov,1.71,26.03
14.39625,18.43208333,13.21375,12.02041667,20.68833333,14.72875,13.72208333,20.76166667,22.005,12.29083333,16.49291667,12.88,12.64,9.91,10.45,11.07,12.18,12.08,11.97,17.18,8.44,13.88,18.52,23.6,17.25,13.28,29.3,17.56,16.18,29.08,27.24,15.64,19.61,13-Nov,1.71,26.03
15.73583333,17.89458333,13.305,12.72291667,17.86208333,14.14541667,13.00416667,23.56666667,15.27791667,15.45125,15.49541667,13.47,13.4,7.62,11.3,12.29,10.22,11.88,16.71,13.24,11.86,12.58,19.09,21.92,18.28,14.48,24.05,17.64,14.46,30.6,16.49,19.58,19.21,14-Nov,1.71,26.03
13.26166667,17.69458333,13.30166667,13.26166667,13.2975,15.19,13.63208333,22.985,14.04916667,13.99166667,21.7375,10.67,10.05,9.67,10.64,10.83,11.28,10.88,18.01,10.47,10.79,11.46,15.54,25.86,16.28,16.2,16.17,19.43,16.77,28.61,16.61,16.93,28.8,15-Nov,1.71,26.03
12.47041667,14.88125,13.47958333,13.80291667,13.70875,18.1125,14.95291667,18.38833333,12.92333333,12.31875,20.63291667,9.59,11.15,11.3,9.65,10.96,11.55,12.1,16.64,6.72,8.65,12.88,15.45,17.51,16.16,17.73,16.92,24.6,18.72,19.93,18.06,15.52,28.58,16-Nov,1.71,26.03
14.1975,16.92041667,13.47583333,14.03083333,14.4025,21.50125,20.3925,18.74458333,14.20208333,12.25666667,14.87833333,6.78,8.7,10.52,8.61,11.34,16.38,11.12,15.55,9.37,9.92,10.7,19.97,24.39,16.5,19.43,18.02,29.59,27.64,22.73,19.05,15.2,18.86,17-Nov,1.71,26.03
13.12291667,23.7975,12.84916667,16.72458333,13.83708333,19.46583333,15.37666667,19.91458333,17.31333333,15.70333333,18.43541667,10.32,18.7,8.96,9.76,9.61,13.15,11.11,14.09,9.01,7.79,9.68,15.53,30.98,16.53,24.27,17.74,25.62,19.81,26.31,24.49,23.99,26.29,18-Nov,1.71,26.03
12.9025,17.43208333,15.22208333,18.71583333,17.98041667,21.31625,14.40708333,20.96166667,21.37333333,13.92583333,24.05291667,8.81,13.57,7.72,13.83,9.15,16.49,8.86,15.22,12.99,10.35,14.27,17.23,22.17,21.69,26.33,26.15,27.22,19.37,26.67,27.93,18.17,31.56,19-Nov,1.71,26.03
14.32166667,15.40875,19.17375,15.05166667,21.6925,15.67916667,20.22458333,22.4025,21.48166667,19.4875,17.99541667,8.25,12.2,9.53,12.72,18.32,13.46,11.24,15.8,17.74,8.38,13.64,20.73,19.94,25.84,17.82,27.13,18.36,29.12,28.43,24.78,29.48,21.49,20-Nov,1.71,26.03
16.0125,14.96708333,17.42958333,16.34083333,17.30875,14.075,25.09583333,23.4275,15.53083333,24.76791667,18.86916667,11.13,9.87,11.54,12.82,12.87,12.2,19.34,16.06,10.55,13.72,12.03,21.31,20.11,22.28,22.1,20.06,16.2,32.16,30.14,20.75,35.64,25.1,21-Nov,1.71,26.03
21.11416667,14.475,14.4325,15.23375,20.48791667,15.22166667,14.34791667,22.92458333,12.10208333,14.40083333,21.37958333,12.32,10.76,10.6,12.26,11.44,12.66,12.01,15.32,9.85,11.49,18.71,28.59,17.89,18.84,18.81,29.15,18.71,17.65,29.98,14.21,17.88,26.69,22-Nov,1.71,26.03
23.70208333,13.92541667,16.15416667,14.2775,18.71375,15.56375,12.29666667,22.5425,12.6775,14.35458333,16.80666667,18.03,11.06,12.14,12.18,15.9,12.38,10.99,14.65,11.12,8.38,14.09,28.71,17.22,21.03,16.71,22.94,19.45,13.69,29.22,14.06,21.54,18.98,23-Nov,1.71,26.03
23.46333333,15.78041667,21.0725,14.485,16.31666667,16.82583333,13.08791667,22.93166667,13.88041667,14.76166667,15.87208333,19.82,8.99,11.54,12.26,12.43,11.47,10.34,17.84,12.37,8.87,13.08,28.15,22.38,31.03,17.35,22.14,23.81,15.72,27.97,15.55,20.64,18.45,24-Nov,1.71,26.03
18.19583333,17.76333333,16.995,15.85791667,14.47833333,22.63041667,13.405,23.23041667,14.65666667,18.43958333,20.01708333,16.14,12.71,13.23,11.28,10.75,12.17,11.04,17.93,11.82,10.73,12.08,19.81,21.43,20.66,20.41,18.85,31.9,15.87,31.31,17.93,26.08,27.56,25-Nov,1.71,26.03
18.34708333,16.445,16.1075,17.2525,13.80333333,13.27333333,13.72833333,20.7675,14.88833333,12.98375,16.50291667,15.57,15.14,11.63,7.64,10.49,9.56,11.97,17.94,11.75,10.2,12.2,22.13,17.24,20.5,25.07,17.42,21.44,15.98,25.15,18.02,18.32,18.41,26-Nov,1.71,26.03
18.29625,16.46666667,17.45583333,21.97041667,14.315,12.77625,14.18375,17.775,16.18333333,14.43458333,21.16625,14.27,13.28,14.75,11.99,11.08,7.82,11.91,13.83,12.92,7.59,9.95,23.14,20.17,20.98,30.38,18.12,16.65,16.9,20.67,19.93,22.26,32.35,27-Nov,1.71,26.03
13.85666667,20.05541667,20.37416667,18.52916667,14.5875,15.21208333,14.6525,20.47541667,16.68208333,15.1,18.87541667,12.86,14.45,14.72,12.74,9.96,10.45,11.58,12.41,13.92,10.23,16.43,14.95,25.73,26.36,23.16,19.9,20.04,18.36,27.62,19.67,20.27,21.4,28-Nov,1.71,26.03
15.90875,24.85166667,25.76375,13.59416667,17.86166667,14.97458333,14.87666667,25.64333333,15.75541667,14.37791667,16.02083333,12.83,20.1,16,12.08,10.99,11.12,9.94,18.09,13.4,11.17,13.22,19.77,29.92,34.91,15.21,24.6,18.3,19.71,33.19,18.76,19.32,18.32,29-Nov,1.71,26.03
17.19541667,15.73583333,23.37625,14.58,23.10583333,20.13583333,14.94041667,26.22291667,15.66916667,13.09916667,18.70625,12.72,10.63,20.27,11.18,15.2,8.54,11.06,21.27,12.01,9.99,12.01,22.31,23.82,26.35,18.32,29.75,28.8,18.75,31.56,19.29,16.42,26.07,30-Nov,1.71,26.03
